"Vandalism","Fire","Lightning","Wind","Hail","Vehicle","WaterNW","WaterW","Misc","Loss","Description"
0,0,0,1,0,0,0,0,0,936.91,"tree fell on building                             "
0,0,0,0,0,1,0,0,0,3176.05,"garage door damaged at Hwy Shop                   "
0,0,1,0,0,0,0,0,0,19188.49,"lightning damage to Neopit siren                  "
1,0,0,0,0,0,0,0,0,5837.69,"break in & theft at Admin. Bldg.                  "
0,0,1,0,0,0,0,0,0,4608.28,"lightning damage at tower                         "
1,0,0,0,0,0,0,0,0,1845,"vandalism to tower's protection system            "
0,0,1,0,0,0,0,0,0,67126.28,"lightning damage to entry & paging systems        "
1,0,0,0,0,0,0,0,0,20640,"lightpole vandalized                              "
0,0,1,0,0,0,0,0,0,3000,"lightning damage to freezer compressor/roof       "
0,0,1,0,0,0,0,0,0,7078.27,"lightning damage at MS                            "
1,0,0,0,0,0,0,0,0,4374.91,"theft of camcorder from HS                        "
0,0,1,0,0,0,0,0,0,5090,"lightning damage at HS                            "
1,0,0,0,0,0,0,0,0,799.95,"theft of camcorder at high school                 "
0,0,1,0,0,0,0,0,0,4978.72,"lightning damage at McKenna                       "
1,0,0,0,0,0,0,0,0,1134.99,"liquid spill damaged laptop                       "
1,0,0,0,0,0,0,0,0,761,"vandalism to athletic sled pads                   "
0,0,1,0,0,0,0,0,0,35170.28,"lightning damage to alarms and controllers        "
0,0,0,1,0,0,0,0,0,48415.48,"wind damage to roof of school                     "
0,0,1,0,0,0,0,0,0,13993.05,"lightning damage to aquatic center                "
0,0,0,0,0,0,0,0,1,22799.41,"Water damage                                      "
0,0,0,0,0,0,0,1,0,19144,"water damage HS gym floor                         "
0,0,0,0,0,0,0,0,1,7717.21,"mercury spill at Lake Superior M.S.               "
0,0,0,0,0,0,1,0,0,933.93,"water damage at HS                                "
0,0,1,0,0,0,0,0,0,620,"lightning damage at HS                            "
0,0,0,1,0,0,0,0,0,1666.5,"wind damage at Viking MS                          "
0,0,0,1,0,0,0,0,0,5366,"wind damage at Viking MS                          "
0,0,0,1,0,0,0,0,0,1195,"wind damage at HS                                 "
0,0,1,0,0,0,0,0,0,1661,"lightning damage at HS                            "
1,0,0,0,0,0,0,0,0,606,"glass vandalism at Greenfield                     "
0,0,0,0,1,0,0,0,0,55720,"hail damage                                       "
1,0,0,0,0,0,0,0,0,32028.65,"vandalism damage at old HS                        "
0,0,1,0,0,0,0,0,0,4555.8,"lightning damage at K-12 school                   "
0,0,1,0,0,0,0,0,0,11935.66,"lightning damage                                  "
0,0,0,0,0,0,0,0,1,8714.07,"chemical spill at HS                              "
0,0,1,0,0,0,0,0,0,13507.99,"lightning damage at school                        "
0,0,0,0,0,1,0,0,0,3766,"door damaged at school                            "
0,0,0,0,0,0,0,0,1,8152.52,"power surge                                       "
0,1,0,0,0,0,0,0,0,500,"smoke damage at high school                       "
0,0,0,1,0,0,0,0,0,1950,"wind damage to roof                               "
0,0,0,0,0,0,0,1,0,2277.7,"water damage                                      "
0,0,0,1,0,0,0,0,0,5582.88,"windscreen fence damaged                          "
1,0,0,0,0,0,0,0,0,3140,"vandalism & items taken from school               "
0,0,1,0,0,0,0,0,0,30911,"lightning damage                                  "
0,0,0,0,0,0,0,1,0,6000.15,"water damage to equipment                         "
0,0,0,0,0,0,0,0,1,2048.8,"food loss at HS                                   "
0,0,1,0,0,0,0,0,0,2404.5,"lightning damage to phones                        "
0,0,0,0,1,0,0,0,0,12356.76,"hail/wind damage at Hollandale                    "
0,0,0,0,0,0,0,0,1,3397.85,"power outage in school dmgd heating system        "
0,0,0,0,0,0,1,0,0,7770.35,"water damage at pump house                        "
0,0,1,0,0,0,0,0,0,3351.7,"lightning damage to telephone system, computer    "
0,0,0,0,0,0,0,0,1,2864,"air conditioner damaged at HS                     "
0,0,0,0,0,0,1,0,0,123914.04,"water damage at Dixon ES                          "
0,0,0,0,0,0,1,0,0,15000,"water damage to office supplies/records           "
1,0,0,0,0,0,0,0,0,131.2,"students bumped and damaged light pole            "
0,0,0,0,0,0,0,1,0,79121.42,"mold damage                                       "
0,0,1,0,0,0,0,0,0,22772.5,"lightning damage at HS                            "
0,0,0,0,0,0,0,1,0,15881.71,"copier damaged by water                           "
0,0,0,0,0,0,0,1,0,137295.37,"water damage to Middle School & Dean Elem         "
1,0,0,0,0,0,0,0,0,2949,"playground equipment damaged                      "
0,0,0,0,0,0,1,0,0,25918.09,"water damage at school                            "
0,0,0,0,0,0,1,0,0,22500,"water damage at HS                                "
0,0,0,0,0,0,0,1,0,71071.24,"water damage at Nikolay MS                        "
0,0,0,0,1,0,0,0,0,23119.45,"hail damage to greenhouse, school windows         "
0,0,0,0,0,0,0,1,0,17094.28,"water damage at ES                                "
0,0,0,0,0,0,0,1,0,37837.34,"water damage at Webster                           "
0,0,0,1,0,0,0,0,0,1991.6,"wind damage                                       "
0,0,0,0,0,0,0,0,1,2032.62,"power surge damage                                "
1,0,0,0,0,0,0,0,0,2311.86,"break in & theft of school equipment              "
1,0,0,0,0,0,0,0,0,3000,"damage to doors and safe taken                    "
0,0,0,0,1,0,0,0,0,3216.31,"hail damage to greenhouse                         "
0,0,0,1,0,0,0,0,0,4000,"wind damage at HS                                 "
1,0,0,0,0,0,0,0,0,3358.36,"vandalism damage High School                      "
1,0,0,0,0,0,0,0,0,4750,"athletic mats damaged                             "
0,0,0,1,0,0,0,0,0,12604.16,"Roof Damage                                       "
0,0,1,0,0,0,0,0,0,1387.5,"lightning damage at HS                            "
0,0,1,0,0,0,0,0,0,9162.05,"HVAC controls damaged at HS                       "
0,0,0,0,0,0,0,1,0,4691.99,"roof HVAC damaged                                 "
0,0,0,0,0,0,0,0,1,7912.43,"roof damaged at high school                       "
0,1,0,0,0,0,0,0,0,52699,"fire loss at HS                                   "
0,0,1,0,0,0,0,0,0,81573.27,"lightning damage to HVAC at MS                    "
0,0,0,1,0,0,0,0,0,11860,"wind damage to roof                               "
0,0,0,0,0,0,0,1,0,2589.57,"pipe broke at Wileman ES                          "
1,0,0,0,0,0,0,0,0,1166.49,"window broken                                     "
0,0,0,0,0,0,0,1,0,4913,"coils froze & split at HS                         "
1,0,0,0,0,0,0,0,0,830.36,"glass vandalism at DDHS                           "
1,0,0,0,0,0,0,0,0,1053.75,"glass vandalism at Phoenix MS                     "
1,0,0,0,0,0,0,0,0,2142,"Gym Windows - Vandalism                           "
1,0,0,0,0,0,0,0,0,687.59,"vandalism at phoenix middle school                "
1,0,0,0,0,0,0,0,0,1899,"music instruments stolen                          "
1,0,0,0,0,0,0,0,0,9746.08,"break in & theft at Wileman                       "
1,0,0,0,0,0,0,0,0,1500,"graffiti, broken door                             "
0,1,0,0,0,0,0,0,0,3884.32,"lightning damage at MS                            "
0,1,0,0,0,0,0,0,0,98176.51,"smoke and fire damage at school                   "
0,0,0,0,0,0,0,0,1,6539.76,"food spoilage                                     "
0,0,0,0,0,0,1,0,0,13493.2,"sinkhole, possible broken water main              "
0,0,0,0,0,0,0,1,0,9691.31,"water damage at HS                                "
0,0,0,0,0,0,0,0,1,2262.85,"food spoilage at MS                               "
0,0,1,0,0,0,0,0,0,18491.06,"lightning damage at HS                            "
0,0,0,0,0,0,0,1,0,14200,"water damage to mats at HS                        "
1,0,0,0,0,0,0,0,0,6753.4,"break in & vandalism at HS                        "
0,0,0,0,0,0,0,1,0,6990.89,"water damage at West Side ES                      "
1,0,0,0,0,0,0,0,0,40330,"vandalism at high school                          "
0,0,0,1,0,0,0,0,0,10458,"winds damage athletic entrance vestibule roof     "
0,0,1,0,0,0,0,0,0,6902.45,"lightning damage at HS                            "
0,0,0,0,0,0,0,1,0,4284.86,"water damage at High                              "
0,0,0,0,0,0,0,1,0,66350,"water damage to gym floor                         "
0,0,1,0,0,0,0,0,0,718.9,"lightning damage to controller                    "
0,0,0,1,0,0,0,0,0,19459.56,"fence and track mats damaged                      "
1,0,0,0,0,0,0,0,0,8493.8,"break in & theft at school                        "
1,0,0,0,0,0,0,0,0,1607.25,"vandalism at the HS                               "
1,0,0,0,0,0,0,0,0,851.74,"theft of equipment out of state                   "
0,1,0,0,0,0,0,0,0,86404.55,"fire damage to Building 008                       "
0,0,0,0,0,1,0,0,0,2540,"student dropped computer                          "
0,0,0,1,0,0,0,0,0,3504.05,"wind damage to fascia                             "
0,0,0,1,0,0,0,0,0,19212.1,"storm damage in Soldier's Grove                   "
1,0,0,0,0,0,0,0,0,1044.67,"vandalism damage at ES                            "
0,0,0,0,0,0,0,1,0,52500,"mold in carpets at Gillett Elementary             "
0,0,1,0,0,0,0,0,0,14978.08,"lightning damage to phone system                  "
0,0,0,0,0,0,0,1,0,10960,"water froze in heat exchange coils                "
0,0,0,0,0,0,1,0,0,6538.49,"water damage at library                           "
1,0,0,0,0,0,0,0,0,1453.28,"theft of laptop from library                      "
1,0,0,0,0,0,0,0,0,608.24,"vandalism damage at MS                            "
0,0,0,0,0,0,0,1,0,1543.15,"water damage at HS                                "
0,0,0,0,0,0,0,0,1,834,"glass case damaged at HS                          "
0,0,0,1,0,0,0,0,0,11750,"wind damage at ES & MS                            "
0,0,0,1,0,0,0,0,0,1325,"wind damage to HS dugout                          "
0,0,1,0,0,0,0,0,0,3635.45,"lightning damage at Nelson                        "
0,0,0,1,0,0,0,0,0,2608.5,"Baseball Batting Cage                             "
0,0,0,0,0,0,0,1,0,1058.1,"water damage at elementary                        "
0,0,1,0,0,0,0,0,0,865,"electrical storm damaged lighting system          "
1,0,0,0,0,0,0,0,0,4755,"vandalism damage at ES                            "
0,0,0,0,0,0,0,0,1,12911.53,"power surge damage at HS                          "
0,1,0,0,0,0,0,0,0,6889,"elevator fire at HS                               "
0,0,1,0,0,0,0,0,0,25112.1,"lightning damage at high school                   "
1,0,0,0,0,0,0,0,0,8117.04,"theft of computers at middle school               "
0,0,0,0,0,1,0,0,0,6914.64,"vehicle hit and damaged wood door and cement block"
0,0,0,0,0,0,0,0,1,136701.23,"ceiling tiles fell from ceiling in gymnasium      "
1,0,0,0,0,0,0,0,0,2455.01,"equipment missing from press box                  "
1,0,0,0,0,0,0,0,0,4878.67,"vandalism damage at HS                            "
1,0,0,0,0,0,0,0,0,1743.19,"break in & theft at HS                            "
1,0,0,0,0,0,0,0,0,698,"vandalism damage                                  "
0,0,0,0,0,1,0,0,0,1884,"fence gate damaged at Elm Dale ES                 "
1,0,0,0,0,0,0,0,0,981.16,"vandalism damage at Glenwood ES                   "
0,0,0,0,0,0,0,0,1,2214.28,"damaged/lost instrument                           "
1,0,0,0,0,0,0,0,0,871,"vandalism damage at HS                            "
0,0,1,0,0,0,0,0,0,4811.81,"power outage damaged fire and burglar alarms      "
0,0,0,0,0,1,0,0,0,6995,"vehicle damaged building wall at loading dock     "
0,0,0,1,0,0,0,0,0,3127,"wind damage at ES                                 "
0,0,1,0,0,0,0,0,0,2171.03,"lightning damage at HS                            "
0,0,0,0,0,0,0,1,0,2346,"water damage to roof membrane above kitchen       "
0,0,1,0,0,0,0,0,0,5682.8,"lightning damage                                  "
0,0,1,0,0,0,0,0,0,512.7,"lightning damage at Templeton MS                  "
0,0,0,0,0,0,0,0,1,1826.25,"power surge at MS                                 "
1,0,0,0,0,0,0,0,0,952,"windows broken at Maple Ave ES                    "
0,0,1,0,0,0,0,0,0,1962.5,"lightning damage at Maple School                  "
0,0,1,0,0,0,0,0,0,2170,"lightning damage at Lannon Elem                   "
0,0,1,0,0,0,0,0,0,4000,"lightning damaged station card on PA system       "
0,0,0,0,0,1,0,0,0,5000,"projectors damaged when they fell off cart        "
1,0,0,0,0,0,0,0,0,2619.34,"vandalism/break in at school                      "
1,0,0,0,0,0,0,0,0,1791.4,"treadmill damaged at HS                           "
0,0,0,0,0,0,1,0,0,1994.5,"pipe broke & water damage at HS                   "
0,0,1,0,0,0,0,0,0,2187.5,"lightning damage at Sommerville Field             "
1,0,0,0,0,0,0,0,0,3150,"vandalism to slide at Intermediate                "
0,0,1,0,0,0,0,0,0,2020.5,"lightning damage                                  "
0,0,0,0,0,0,0,0,1,14587.41,"fiberoptic line cut while trenching               "
0,0,0,0,0,0,0,0,1,3017.5,"smart board damaged - fell off wall               "
0,0,0,1,0,0,0,0,0,17300.3,"wind damage on Cedar Street                       "
0,0,1,0,0,0,0,0,0,59325.77,"lightning damage at Cedar St.                     "
0,0,1,0,0,0,0,0,0,944,"lightning damage to security monitor              "
0,0,1,0,0,0,0,0,0,3101.08,"lightning damage to ballast, capacitor, fuse      "
0,0,1,0,0,0,0,0,0,11508.65,"lightning damage                                  "
0,0,0,0,0,0,0,0,1,14526.67,"power surge damaged property                      "
0,0,1,0,0,0,0,0,0,2871.5,"lightning damage at ES/MS                         "
0,0,0,0,0,0,0,1,0,59747.51,"water & mold damage at East ES                    "
0,0,0,0,0,0,0,1,0,9133.17,"water damage                                      "
1,0,0,0,0,0,0,0,0,4403.95,"vandalism damage                                  "
0,0,1,0,0,0,0,0,0,2754.4,"lightning damage at MS                            "
0,0,1,0,0,0,0,0,0,9824.2,"lightning damage at MS                            "
0,0,0,0,0,0,0,0,1,3866.25,"power surge at East Elem                          "
1,0,0,0,0,0,0,0,0,79953.22,"Window to pool gaveway                            "
0,0,0,0,0,0,0,0,1,46115.23,"roof collapse at HS                               "
0,0,1,0,0,0,0,0,0,3542.15,"lightning damage to phone and computer systems    "
1,0,0,0,0,0,0,0,0,1162.81,"vandalism at high school                          "
0,0,0,0,0,0,0,0,1,2314.74,"freezer down - lost contents                      "
1,0,0,0,0,0,0,0,0,1800,"vandals let wagon go down hill -dmgd wagon/hoop   "
0,0,1,0,0,0,0,0,0,3108.13,"lightning damage at Spring St.                    "
0,0,1,0,0,0,0,0,0,9936.51,"lightning damage at HS                            "
0,0,1,0,0,0,0,0,0,7961.36,"lightning damage to controls                      "
0,0,0,0,0,0,0,0,1,1049,"laptop damaged at McKinley MS                     "
1,0,0,0,0,0,0,0,0,1028.95,"laptop damaged at Bradford HS                     "
1,0,0,0,0,0,0,0,0,585,"projector stolen from HS                          "
0,0,0,0,0,0,0,0,1,6170,"power surge at Lincoln ES                         "
0,0,0,0,0,0,0,1,0,722.5,"frozen water pipe at Bain SLA                     "
1,0,0,0,0,0,0,0,0,1223,"theft of laptop from Bradford HS                  "
1,0,0,0,0,0,0,0,0,1113.5,"window broken at Whittier ES                      "
1,0,0,0,0,0,0,0,0,1026.22,"theft of computer from Bradford HS                "
1,0,0,0,0,0,0,0,0,618.35,"window damaged at Bullen MS                       "
1,0,0,0,0,0,0,0,0,1014.25,"theft of tennis nets from Tremper HS              "
1,0,0,0,0,0,0,0,0,909.78,"laptop #4 damaged                                 "
1,0,0,0,0,0,0,0,0,662.99,"window damaged at Lance MS                        "
1,0,0,0,0,0,0,0,0,1205.95,"vandalism damage at Reuther HS                    "
1,0,0,0,0,0,0,0,0,611,"window broken at Bradford HS                      "
1,0,0,0,0,0,0,0,0,909.78,"laptop #11 damaged                                "
1,0,0,0,0,0,0,0,0,883.83,"vandalism at DLA                                  "
1,0,0,0,0,0,0,0,0,909.78,"laptop #6 damaged                                 "
1,0,0,0,0,0,0,0,0,862,"vandalism damage at Edward Bain                   "
0,0,0,0,0,0,0,1,0,9638,"water damage at Tremper HS                        "
1,0,0,0,0,0,0,0,0,909.78,"laptop #3 damaged                                 "
1,0,0,0,0,0,0,0,0,1049,"theft of laptop from Bradford High                "
1,0,0,0,0,0,0,0,0,909.78,"laptop #9 damaged                                 "
1,0,0,0,0,0,0,0,0,909.78,"laptop #1 damaged                                 "
1,0,0,0,0,0,0,0,0,872.78,"vandalism damage at Harvey ES                     "
1,0,0,0,0,0,0,0,0,855,"printer stolen from ES                            "
1,0,0,0,0,0,0,0,0,594.96,"vandalism damage at Bradford HS                   "
1,0,0,0,0,0,0,0,0,1049,"laptop stolen from Lincoln MS                     "
1,0,0,0,0,0,0,0,0,909.78,"laptop #5 damaged                                 "
1,0,0,0,0,0,0,0,0,3405.66,"vandalism damage at Prairie ES                    "
1,0,0,0,0,0,0,0,0,590,"projector stolen from Washington MS               "
1,0,0,0,0,0,0,0,0,909.78,"laptop #7 damaged                                 "
1,0,0,0,0,0,0,0,0,1030,"vandalism damage at Bradford HS                   "
1,0,0,0,0,0,0,0,0,1205,"laptop stolen from Bradford HS                    "
1,0,0,0,0,0,0,0,0,909.78,"laptop #8 damaged                                 "
1,0,0,0,0,0,0,0,0,1936,"theft of computers from Bradford HS               "
0,0,0,0,0,0,0,1,0,8533.44,"water damage at Pleasant Prairie ES               "
1,0,0,0,0,0,0,0,0,909.78,"laptop #12 damaged                                "
1,0,0,0,0,0,0,0,0,909.78,"laptop #2 damaged                                 "
1,0,0,0,0,0,0,0,0,918.55,"windows damaged at Washington MS                  "
0,0,0,0,0,0,0,0,1,610,"laptop damaged at Washington MS                   "
1,0,0,0,0,0,0,0,0,645.16,"glass broken at Frank ES                          "
1,0,0,0,0,0,0,0,0,1049,"theft of laptop from Bradford High                "
0,0,0,0,0,0,1,0,0,1187,"water damage at Washington MS                     "
1,0,0,0,0,0,0,0,0,613.99,"glass vandalism at Bradford HS                    "
0,0,0,0,0,0,0,0,1,28147,"control panel damaged at Bradford HS              "
1,0,0,0,0,0,0,0,0,909.78,"laptop #10 damaged                                "
0,0,0,0,0,0,1,0,0,2582.44,"water damage at Washington MS                     "
0,0,0,0,0,0,1,0,0,2069.58,"water damage at Bradford HS                       "
0,0,0,0,0,0,1,0,0,602.48,"water damage at Whittier ES                       "
0,0,1,0,0,0,0,0,0,9083,"lightning damage at HS                            "
1,0,0,0,0,0,0,0,0,1093.98,"theft of laptop at Washington MS                  "
0,0,0,0,0,0,0,0,1,2816,"theft of slide at Southport Elem.                 "
1,0,0,0,0,0,0,0,0,1121.68,"glass vandalism at Frank ES                       "
0,0,0,0,0,0,1,0,0,660,"water damage at Reuther HS                        "
0,0,0,0,0,0,1,0,0,10082.99,"water damage at Reuther HS                        "
1,0,0,0,0,0,0,0,0,610,"computer damaged at Bullen MS                     "
1,0,0,0,0,0,0,0,0,804,"glass vandalism at Roosevelt ES                   "
1,0,0,0,0,0,0,0,0,1054.08,"theft of scaffolding at ESC                       "
1,0,0,0,0,0,0,0,0,604.52,"glass vandalism at Tremper HS                     "
1,0,0,0,0,0,0,0,0,826,"laptop stolen from eschool                        "
1,0,0,0,0,0,0,0,0,915.99,"theft of laptop from ITA                          "
1,0,0,0,0,0,0,0,0,983.94,"glass vandalism at Whittier ES                    "
0,0,0,0,0,0,0,0,1,3877.13,"food spoilage at ESC                              "
1,0,0,0,0,0,0,0,0,992.49,"theft of laptop from Harvey ES                    "
1,0,0,0,0,0,0,0,0,415.99,"theft of laptop from ITA                          "
0,0,0,1,0,0,0,0,0,6737,"storm damage multiple locations                   "
0,0,0,0,0,0,0,1,0,7293,"water damage at Jeffery ES                        "
1,0,0,0,0,0,0,0,0,700,"glass vandalism at Washington MS                  "
1,0,0,0,0,0,0,0,0,620.04,"glass vandalism at Grewenow ES                    "
1,0,0,0,0,0,0,0,0,1171,"theft of laptop from Vernon ES                    "
0,0,0,0,0,0,1,0,0,3543.5,"water damage at Tremper HS                        "
0,0,0,0,0,0,1,0,0,4132.28,"water damage at Somer ES                          "
1,0,0,0,0,0,0,0,0,651.97,"backboard damaged at Tremper                      "
1,0,0,0,0,0,0,0,0,986,"laptop damaged at McKinley ES                     "
0,0,0,0,0,0,1,0,0,530.66,"water damage at Southport ES                      "
1,0,0,0,0,0,0,0,0,764.65,"glass vandalism at Harborside                     "
1,0,0,0,0,0,0,0,0,915.99,"theft of laptop from ITA                          "
1,0,0,0,0,0,0,0,0,986,"computer damaged at Harvey ES                     "
1,0,0,0,0,0,0,0,0,992.49,"theft of laptop from Nash ES                      "
1,0,0,0,0,0,0,0,0,774.95,"laptop damaged                                    "
1,0,0,0,0,0,0,0,0,2233.14,"theft of athletic mats Tremper HS                 "
1,0,0,0,0,0,0,0,0,630,"glass breakage at Curtis Strange ES               "
1,0,0,0,0,0,0,0,0,564.1,"glass vandalism at Vernon ES                      "
1,0,0,0,0,0,0,0,0,806.25,"glass breakage at Bradford HS                     "
1,0,0,0,0,0,0,0,0,915.99,"theft of laptop from ITA                          "
0,0,1,0,0,0,0,0,0,6584,"lightning damage at Lincoln MS                    "
1,0,0,0,0,0,0,0,0,986,"theft of laptop from K-Tec                        "
1,0,0,0,0,0,0,0,0,986,"theft of laptop from Harborside                   "
0,0,0,0,0,0,0,0,1,1965,"power surge damage at Somers                      "
1,0,0,0,0,0,0,0,0,1350,"vandalism to door Mahone MS                       "
1,0,0,0,0,0,0,0,0,960.57,"theft of laptop Washington MS                     "
1,0,0,0,0,0,0,0,0,274.21,"computer damaged Bradford HS                      "
1,0,0,0,0,0,0,0,0,952.27,"Theft of laptop Washington MS                     "
1,0,0,0,0,0,0,0,0,548.44,"glass vandalism                                   "
0,0,0,0,0,1,0,0,0,3086.25,"light pole damaged at bradford high               "
1,0,0,0,0,0,0,0,0,952.27,"Theft of laptop Washington MS                     "
1,0,0,0,0,0,0,0,0,504.3,"laptop damaged at Lincoln                         "
0,0,0,0,0,0,0,1,0,550,"water damage at ESC                               "
0,0,0,0,0,0,1,0,0,757,"water damage to computer Bradford                 "
1,0,0,0,0,0,0,0,0,504.3,"theft of laptop                                   "
1,0,0,0,0,0,0,0,0,836,"laptop damaged KTEC                               "
1,0,0,0,0,0,0,0,0,2698.96,"soccer goal damaged Mahone MS                     "
1,0,0,0,0,0,0,0,0,960.57,"theft of laptop Washington MS                     "
1,0,0,0,0,0,0,0,0,952.27,"Theft of laptop Washington MS                     "
0,1,0,0,0,0,0,0,0,666,"fire damage at Lance Middle                       "
1,0,0,0,0,0,0,0,0,960.57,"theft of laptop Washington MS                     "
1,0,0,0,0,0,0,0,0,1387,"laptop vandalized at esc school                   "
1,0,0,0,0,0,0,0,0,960.57,"theft of laptop Washington MS                     "
1,0,0,0,0,0,0,0,0,274.21,"theft of laptop Bradford HS                       "
1,0,0,0,0,0,0,0,0,960.57,"theft of laptop Washington MS                     "
1,0,0,0,0,0,0,0,0,1172,"2 laptops stolen at reuther high                  "
1,0,0,0,0,0,0,0,0,952.27,"Theft of laptop Washington MS                     "
0,0,0,1,0,0,0,0,0,2050,"wind damage at Mahone M.S.                        "
1,0,0,0,0,0,0,0,0,960.57,"theft of laptop Washington MS                     "
1,0,0,0,0,0,0,0,0,952.27,"Theft of laptop Washington MS                     "
1,0,0,0,0,0,0,0,0,991,"theft of laptop at Headstart                      "
1,0,0,0,0,0,0,0,0,856.89,"theft of laptop at bradford high                  "
1,0,0,0,0,0,0,0,0,960.57,"theft of laptop Washington MS                     "
1,0,0,0,0,0,0,0,0,952.27,"Theft of laptop Washington MS                     "
0,0,0,0,0,1,0,0,0,774.95,"laptop damaged in car                             "
0,0,0,0,0,0,0,1,0,3936.91,"water damage at Tremper HS                        "
1,0,0,0,0,0,0,0,0,1328.6,"theft of equipment from Brass School              "
1,0,0,0,0,0,0,0,0,1396.11,"vandalism at Lincoln MS                           "
0,0,0,0,0,0,1,0,0,774.95,"water damage to laptop at Lance MS                "
0,0,1,0,0,0,0,0,0,22800,"lightning damage at Somers ES                     "
1,0,0,0,0,0,0,0,0,952.27,"Theft of laptop Washington MS                     "
1,0,0,0,0,0,0,0,0,952.27,"Theft of laptop Washington MS                     "
1,0,0,0,0,0,0,0,0,960.57,"theft of laptop Washington MS                     "
1,0,0,0,0,0,0,0,0,952.27,"Theft of laptop Washington MS                     "
1,0,0,0,0,0,0,0,0,304,"laptop damaged at mckinley middle                 "
1,0,0,0,0,0,0,0,0,960.57,"theft of laptop Washington MS                     "
1,0,0,0,0,0,0,0,0,960.57,"theft of laptop Washington MS                     "
1,0,0,0,0,0,0,0,0,960.57,"theft of laptop Washington MS                     "
1,0,0,0,0,0,0,0,0,960.57,"theft of laptop Washington MS                     "
1,0,0,0,0,0,0,0,0,405.52,"theft of laptop at reuther high                   "
1,0,0,0,0,0,0,0,0,836,"theft of laptop Bradford HS                       "
0,0,0,0,0,0,0,1,0,6192,"coil froze                                        "
1,0,0,0,0,0,0,0,0,960.57,"theft of laptop Washington MS                     "
1,0,0,0,0,0,0,0,0,952.27,"Theft of laptop Washington MS                     "
1,0,0,0,0,0,0,0,0,1376.37,"fence damaged at Roosevelt ES                     "
1,0,0,0,0,0,0,0,0,960.57,"theft of laptop Washington MS                     "
0,0,0,0,0,0,1,0,0,1323,"custodian left sink on - overflowed               "
0,0,0,1,0,0,0,0,0,1013.32,"Wind Damage to 3 Windows                          "
1,0,0,0,0,0,0,0,0,699.12,"theft of computer at ITA                          "
0,0,0,0,0,1,0,0,0,2442,"playground equip dropped and damaged              "
0,0,0,0,0,0,1,0,0,1408,"water damage at Whittier                          "
1,0,0,0,0,0,0,0,0,1593,"glass vandalism at Mahone                         "
0,0,0,0,0,0,0,1,0,14215.96,"water damage at Tremper HS                        "
1,0,0,0,0,0,0,0,0,1978.93,"break in & theft at Grewenow                      "
0,0,0,0,0,0,1,0,0,1466,"water damage at Bradford                          "
1,0,0,0,0,0,0,0,0,1310.46,"glass vandalism at Harvey                         "
1,0,0,0,0,0,0,0,0,1081.94,"theft of laptop at ESC District                   "
0,0,0,0,0,0,0,0,1,1625,"piccolo stolen out of storage                     "
0,0,0,0,0,0,0,1,0,3619,"water damage at Bradford                          "
0,0,0,0,0,0,1,0,0,5223,"Water damage to elevator circuit boards           "
0,0,0,0,0,0,1,0,0,5052.42,"radiator coil break - water damage to walls       "
0,0,0,1,0,0,0,0,0,2978.86,"wind damage to shed by ball diamond               "
0,0,0,1,0,0,0,0,0,7254.09,"wind damage to  storage barn and contents         "
0,0,0,0,0,1,0,0,0,700,"car drove through chain link fence                "
0,0,0,0,0,1,0,0,0,1288,"television truck hit stadium press box bldg       "
0,0,0,0,0,0,1,0,0,1104.81,"Water damage at Jeffrey Elementary                "
0,0,0,0,0,0,0,1,0,1380,"Jefferson Elementary Water Damage                 "
0,0,0,1,0,0,0,0,0,9723.17,"wind damage to fences, batting cages, dugouts     "
0,0,0,1,0,0,0,0,0,1159,"Roof blew off during blizzard                     "
1,0,0,0,0,0,0,0,0,5637.74,"3 windows broken at Lakeview Tech School          "
0,0,0,0,0,1,0,0,0,7161,"car hit monument sign/front wall                  "
1,0,0,0,0,0,0,0,0,5905,"Grewenow Elementary                               "
1,0,0,0,0,0,0,0,0,936.51,"projector stolen                                  "
0,1,0,0,0,0,0,0,0,7933.59,"fire damage at Magee ES                           "
0,0,0,0,0,0,0,1,0,2157.18,"water damage at HS                                "
0,0,0,0,0,0,1,0,0,1725.96,"water damage at high school                       "
0,0,1,0,0,0,0,0,0,23833,"lightning damage to HS                            "
0,0,0,0,0,0,0,0,1,2374.22,"power ""browned"" out, dmgd dvr security,clock      "
0,0,0,0,0,0,0,1,0,2183.26,"water damage at school                            "
0,0,0,0,0,0,1,0,0,2564.8,"water damage at school                            "
0,0,0,0,0,1,0,0,0,1035,"tractor hit garage door                           "
0,0,1,0,0,0,0,0,0,3318.37,"lightning damage to computers                     "
0,0,1,0,0,0,0,0,0,6690.51,"lightning damage to computers                     "
1,0,0,0,0,0,0,0,0,5081.55,"vandalism damage at Hawkins ES                    "
0,0,1,0,0,0,0,0,0,10028.7,"lightning damage at MS & HS                       "
0,0,0,1,0,0,0,0,0,1836,"wind damaged tent High                            "
0,0,1,0,0,0,0,0,0,17353.9,"lightning damaged compressors at HS               "
0,0,1,0,0,0,0,0,0,9808.35,"lightning damage at ES & MS                       "
0,0,0,0,0,0,0,1,0,7204.61,"Water damage at Elem School                       "
1,0,0,0,0,0,0,0,0,2536.89,"kiln damaged at high school                       "
0,0,1,0,0,0,0,0,0,17739.04,"lightning damage to computer equipment            "
0,1,0,0,0,0,0,0,0,5310,"fire to commercial clothes dryer                  "
